yearMonth,type,count
2014-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2014-02-01,Crimes contra a honra,1
2014-02-01,Desaforamento,2
2014-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2723
2014-02-01,Embargos Infringentes,4
2014-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,10
2014-02-01,Habeas Corpus,875
2014-02-01,Habeas Data,1
2014-02-01,Incidente de Falsidade,1
2014-02-01,Incidente de Inconstitucionalidade,1
2014-02-01,Incidente de Uniformizacao Jurisprudencia,1
2014-02-01,Mandado de Injun\xc3\xa7\xc3\xa3o,13
2014-02-01,Mandado de Seguran\xc3\xa7a,56
2014-02-01,Mandado de Seguran\xc3\xa7a Crime,1
2014-02-01,Peti\xc3\xa7\xc3\xa3o,1
2014-02-01,Procedimento Investigat\xc3\xb3rio do MP,1
2014-02-01,Recurso C\xc3\xadvel,2314
2014-02-01,Recurso Crime,195
2014-02-01,Recurso de Of\xc3\xadcio,1
2014-02-01,Recurso em Sentido Estrito,124
2014-02-01,Reexame Necess\xc3\xa1rio,204
2014-02-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-02-01,Revis\xc3\xa3o Criminal,17
2014-02-01,Termo Circunstanciado,2
2014-03-01,A\xc3\xa7\xc3\xa3o Civil Improbidade Administrativa,1
2014-03-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,6
2014-03-01,A\xc3\xa7\xc3\xa3o Penal,4
2014-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,68
2014-03-01,Agravo,3095
2014-03-01,Agravo de Instrumento,9117
2014-03-01,Agravo Interno,5
2014-03-01,Agravo Regimental,208
2014-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8798
2014-03-01,Apela\xc3\xa7\xc3\xa3o Crime,1486
2014-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,883
2014-03-01,Carta Testemunh\xc3\xa1vel,3
2014-03-01,Cautelar Inominada,8
2014-03-01,Conflito de Compet\xc3\xaancia,201
2014-03-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,25
2014-03-01,Correi\xc3\xa7\xc3\xa3o Parcial,43
2014-03-01,Cumprimento de Senten\xc3\xa7a,1
2014-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4925
2014-03-01,Embargos Infringentes,86
2014-03-01,Embargos Infringentes e de Nulidade,306
2014-03-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,4
2014-03-01,Habeas Corpus,999
2014-03-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2014-03-01,Inqu\xc3\xa9rito Policial,1
2014-03-01,Interven\xc3\xa7\xc3\xa3o no Estado,1
2014-03-01,Investiga\xc3\xa7\xc3\xa3o Contra Magistrado,3
2014-03-01,Mandado de Injun\xc3\xa7\xc3\xa3o,11
2014-03-01,Mandado de Seguran\xc3\xa7a,159
2014-03-01,Medida Cautelar Inominada,3
2014-03-01,Peti\xc3\xa7\xc3\xa3o,3
2014-03-01,Reclama\xc3\xa7\xc3\xa3o,1
2014-03-01,Recurso C\xc3\xadvel,2573
2014-03-01,Recurso Crime,301
2014-03-01,Recurso de Of\xc3\xadcio,1
2014-03-01,Recurso em Sentido Estrito,179
2014-03-01,Reexame Necess\xc3\xa1rio,233
2014-03-01,Representa\xc3\xa7\xc3\xa3o Criminal,2
2014-03-01,Revis\xc3\xa3o Criminal,88
2014-03-01,Termo Circunstanciado,4
2014-03-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,2
2014-04-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,14
2014-04-01,A\xc3\xa7\xc3\xa3o Penal,2
2014-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,40
2014-04-01,Agravo,3255
2014-04-01,Agravo de Instrumento,10687
2014-04-01,Agravo Interno,3
2014-04-01,Agravo Regimental,215
2014-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9951
2014-04-01,Apela\xc3\xa7\xc3\xa3o Crime,1609
2014-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1160
2014-04-01,Cautelar Inominada,4
2014-04-01,Conflito de Compet\xc3\xaancia,201
2014-04-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,26
2014-04-01,Correi\xc3\xa7\xc3\xa3o Parcial,31
2014-04-01,Desaforamento,3
2014-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4476
2014-04-01,Embargos Infringentes,118
2014-04-01,Embargos Infringentes e de Nulidade,78
2014-04-01,Exce\xc3\xa7\xc3\xa3o de Impedimento,1
2014-04-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,9
2014-04-01,Habeas Corpus,1132
2014-04-01,Habeas Data,1
2014-04-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2014-04-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2014-04-01,Incidente de Uniformizacao Jurisprudencia,2
2014-04-01,Inqu\xc3\xa9rito Policial,1
2014-04-01,Mandado de Injun\xc3\xa7\xc3\xa3o,18
2014-04-01,Mandado de Seguran\xc3\xa7a,114
2014-04-01,Peti\xc3\xa7\xc3\xa3o,5
2014-04-01,Reclama\xc3\xa7\xc3\xa3o,1
2014-04-01,Recurso C\xc3\xadvel,2901
2014-04-01,Recurso Crime,284
2014-04-01,Recurso de Of\xc3\xadcio,1
2014-04-01,Recurso em Sentido Estrito,252
2014-04-01,Reexame Necess\xc3\xa1rio,273
2014-04-01,Representa\xc3\xa7\xc3\xa3o Criminal,1
2014-04-01,Restaura\xc3\xa7\xc3\xa3o de Autos,3
2014-04-01,Revis\xc3\xa3o Criminal,51
2014-04-01,Termo Circunstanciado,2
2014-05-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,15
2014-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,41
2014-05-01,Agravo,3040
2014-05-01,Agravo de Instrumento,10673
2014-05-01,Agravo Interno,6
2014-05-01,Agravo Regimental,207
2014-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9730
2014-05-01,Apela\xc3\xa7\xc3\xa3o Crime,1627
2014-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1086
2014-05-01,Cautelar Inominada,5
2014-05-01,Conflito de Compet\xc3\xaancia,209
2014-05-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,29
2014-05-01,Correi\xc3\xa7\xc3\xa3o Parcial,31
2014-05-01,Crimes contra a honra,1
2014-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,5005
2014-05-01,Embargos Infringentes,91
2014-05-01,Embargos Infringentes e de Nulidade,150
2014-05-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2014-05-01,Exce\xc3\xa7\xc3\xa3o de Incompet\xc3\xaancia,1
2014-05-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,5
2014-05-01,Habeas Corpus,1272
2014-05-01,Habeas Data,1
2014-05-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,3
2014-05-01,Incidente de Inconstitucionalidade,2
2014-05-01,Incidente de Uniformizacao Jurisprudencia,1
2014-05-01,Inqu\xc3\xa9rito Policial,1
2014-05-01,Mandado de Injun\xc3\xa7\xc3\xa3o,27
2014-05-01,Mandado de Seguran\xc3\xa7a,129
2014-05-01,Medida Cautelar Inominada,1
2014-05-01,Peti\xc3\xa7\xc3\xa3o,6
2014-05-01,Recurso C\xc3\xadvel,2568
2014-05-01,Recurso Crime,344
2014-05-01,Recurso de Of\xc3\xadcio,1
2014-05-01,Recurso em Sentido Estrito,182
2014-05-01,Reexame Necess\xc3\xa1rio,370
2014-05-01,Restaura\xc3\xa7\xc3\xa3o de Autos,2
2014-05-01,Revis\xc3\xa3o Criminal,35
2014-05-01,Termo Circunstanciado,1
2014-05-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,1
2014-06-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,17
2014-06-01,A\xc3\xa7\xc3\xa3o Penal,2
2014-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,59
2014-06-01,Agravo,2377
2014-06-01,Agravo de Instrumento,8212
2014-06-01,Agravo Interno,4
2014-06-01,Agravo Regimental,189
2014-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,6160
2014-06-01,Apela\xc3\xa7\xc3\xa3o Crime,885
2014-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,804
2014-06-01,Carta Testemunh\xc3\xa1vel,2
2014-06-01,Cautelar Inominada,10
2014-06-01,Conflito de Compet\xc3\xaancia,192
2014-06-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,18
2014-06-01,Correi\xc3\xa7\xc3\xa3o Parcial,12
2014-06-01,Desaforamento,1
2014-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3755
2014-06-01,Embargos Infringentes,119
2014-06-01,Embargos Infringentes e de Nulidade,32
2014-06-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,4
2014-06-01,Habeas Corpus,875
2014-06-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2014-06-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,2
2014-06-01,Incidente de Inconstitucionalidade,2
2014-06-01,Inqu\xc3\xa9rito Policial,1
2014-06-01,Investiga\xc3\xa7\xc3\xa3o Contra Magistrado,1
2014-06-01,Mandado de Injun\xc3\xa7\xc3\xa3o,9
2014-06-01,Mandado de Seguran\xc3\xa7a,83
2014-06-01,Medida Cautelar Inominada,1
2014-06-01,Peti\xc3\xa7\xc3\xa3o,7
2014-06-01,Recurso C\xc3\xadvel,2163
2014-06-01,Recurso Crime,302
2014-06-01,Recurso em Sentido Estrito,156
2014-06-01,Reexame Necess\xc3\xa1rio,265
2014-06-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-06-01,Revis\xc3\xa3o Criminal,42
2014-06-01,Termo Circunstanciado,1
2014-07-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,17
2014-07-01,A\xc3\xa7\xc3\xa3o Penal,3
2014-07-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,22
2014-07-01,Agravo,2334
2014-07-01,Agravo de Instrumento,10486
2014-07-01,Agravo Interno,2
2014-07-01,Agravo Regimental,218
2014-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8808
2014-07-01,Apela\xc3\xa7\xc3\xa3o Crime,1704
2014-07-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,629
2014-07-01,Carta Testemunh\xc3\xa1vel,2
2014-07-01,Cautelar Inominada,6
2014-07-01,Conflito de Compet\xc3\xaancia,304
2014-07-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,32
2014-07-01,Correi\xc3\xa7\xc3\xa3o Parcial,24
2014-07-01,Crimes contra a honra,1
2014-07-01,Desaforamento,3
2014-07-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4156
2014-07-01,Embargos Infringentes,1
2014-07-01,Embargos Infringentes e de Nulidade,180
2014-07-01,Exce\xc3\xa7\xc3\xa3o de Impedimento,2
2014-07-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2014-07-01,Habeas Corpus,1146
2014-07-01,Incidente de Inconstitucionalidade,2
2014-07-01,Interven\xc3\xa7\xc3\xa3o em Munic\xc3\xadpio,1
2014-07-01,Investiga\xc3\xa7\xc3\xa3o Contra Magistrado,3
2014-07-01,Mandado de Injun\xc3\xa7\xc3\xa3o,4
2014-07-01,Mandado de Seguran\xc3\xa7a,114
2014-07-01,Mandado de Seguran\xc3\xa7a Crime,11
2014-07-01,Medida Cautelar Inominada,1
2014-07-01,Peti\xc3\xa7\xc3\xa3o,7
2014-07-01,Recurso C\xc3\xadvel,4435
2014-07-01,Recurso Crime,235
2014-07-01,Recurso de Of\xc3\xadcio,3
2014-07-01,Recurso em Sentido Estrito,207
2014-07-01,Reexame Necess\xc3\xa1rio,386
2014-07-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-07-01,Revis\xc3\xa3o Criminal,56
2014-07-01,Termo Circunstanciado,1
2014-08-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,8
2014-08-01,A\xc3\xa7\xc3\xa3o Penal,3
2014-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,41
2014-08-01,Agravo,3915
2014-08-01,Agravo de Instrumento,11216
2014-08-01,Agravo Interno,9
2014-08-01,Agravo Regimental,255
2014-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9767
2014-08-01,Apela\xc3\xa7\xc3\xa3o Crime,1856
2014-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1248
2014-08-01,Carta Testemunh\xc3\xa1vel,4
2014-08-01,Cautelar Inominada,3
2014-08-01,Conflito de Compet\xc3\xaancia,471
2014-08-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,32
2014-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,21
2014-08-01,Desaforamento,1
2014-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,5548
2014-08-01,Embargos Infringentes,48
2014-08-01,Embargos Infringentes e de Nulidade,215
2014-08-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2014-08-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2014-08-01,Habeas Corpus,1221
2014-08-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,2
2014-08-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2014-08-01,Incidente de Uniformizacao Jurisprudencia,2
2014-08-01,Interven\xc3\xa7\xc3\xa3o em Munic\xc3\xadpio,1
2014-08-01,Mandado de Injun\xc3\xa7\xc3\xa3o,4
2014-08-01,Mandado de Seguran\xc3\xa7a,139
2014-08-01,Mandado de Seguran\xc3\xa7a Crime,11
2014-08-01,Medida Cautelar,1
2014-08-01,Medida Cautelar Inominada,3
2014-08-01,Peti\xc3\xa7\xc3\xa3o,1
2014-08-01,Recurso C\xc3\xadvel,3449
2014-08-01,Recurso Crime,286
2014-08-01,Recurso de Of\xc3\xadcio,5
2014-08-01,Recurso em Sentido Estrito,280
2014-08-01,Reexame Necess\xc3\xa1rio,484
2014-08-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-08-01,Revis\xc3\xa3o Criminal,51
2014-08-01,Termo Circunstanciado,1
2014-09-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,14
2014-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,71
2014-09-01,Agravo,3005
2014-09-01,Agravo de Instrumento,11085
2014-09-01,Agravo Interno,11
2014-09-01,Agravo Regimental,240
2014-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9717
2014-09-01,Apela\xc3\xa7\xc3\xa3o Crime,1524
2014-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1386
2014-09-01,Carta Testemunh\xc3\xa1vel,2
2014-09-01,Cautelar Inominada,5
2014-09-01,Conflito de Compet\xc3\xaancia,410
2014-09-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,31
2014-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,28
2014-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4405
2014-09-01,Embargos Infringentes,94
2014-09-01,Embargos Infringentes e de Nulidade,135
2014-09-01,Exce\xc3\xa7\xc3\xa3o de Impedimento,1
2014-09-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,11
2014-09-01,Habeas Corpus,1158
2014-09-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,2
2014-09-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,3
2014-09-01,Incidente de Inconstitucionalidade,1
2014-09-01,Incidente de Uniformizacao Jurisprudencia,1
2014-09-01,Mandado de Seguran\xc3\xa7a,135
2014-09-01,Mandado de Seguran\xc3\xa7a Crime,1
2014-09-01,Medida Cautelar Inominada,2
2014-09-01,Peti\xc3\xa7\xc3\xa3o,4
2014-09-01,Recurso C\xc3\xadvel,3545
2014-09-01,Recurso Crime,164
2014-09-01,Recurso em Sentido Estrito,174
2014-09-01,Reexame Necess\xc3\xa1rio,696
2014-09-01,Representa\xc3\xa7\xc3\xa3o Criminal,1
2014-09-01,Restaura\xc3\xa7\xc3\xa3o de Autos,2
2014-09-01,Revis\xc3\xa3o Criminal,64
2014-09-01,Termo Circunstanciado,2
2014-10-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,18
2014-10-01,A\xc3\xa7\xc3\xa3o Penal,1
2014-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,51
2014-10-01,Agravo,3479
2014-10-01,Agravo de Instrumento,11140
2014-10-01,Agravo Interno,9
2014-10-01,Agravo Regimental,314
2014-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,11202
2014-10-01,Apela\xc3\xa7\xc3\xa3o Crime,1747
2014-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1379
2014-10-01,Carta Testemunh\xc3\xa1vel,6
2014-10-01,Cautelar Inominada,4
2014-10-01,Conflito de Compet\xc3\xaancia,302
2014-10-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,41
2014-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,44
2014-10-01,Crimes contra a honra,1
2014-10-01,Desaforamento,3
2014-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,5434
2014-10-01,Embargos Infringentes,193
2014-10-01,Embargos Infringentes e de Nulidade,98
2014-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,8
2014-10-01,Habeas Corpus,1395
2014-10-01,Incidente de Inconstitucionalidade,1
2014-10-01,Mandado de Injun\xc3\xa7\xc3\xa3o,350
2014-10-01,Mandado de Seguran\xc3\xa7a,130
2014-10-01,Mandado de Seguran\xc3\xa7a Crime,3
2014-10-01,Medida Cautelar Inominada,2
2014-10-01,Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita,1
2014-10-01,Peti\xc3\xa7\xc3\xa3o,11
2014-10-01,Recurso C\xc3\xadvel,4171
2014-10-01,Recurso Crime,421
2014-10-01,Recurso em Sentido Estrito,179
2014-10-01,Reexame Necess\xc3\xa1rio,568
2014-10-01,Representa\xc3\xa7\xc3\xa3o Criminal,2
2014-10-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-10-01,Revis\xc3\xa3o Criminal,28
2014-10-01,Termo Circunstanciado,1
2014-10-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,2
2014-11-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,13
2014-11-01,A\xc3\xa7\xc3\xa3o Penal,3
2014-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,53
2014-11-01,Agravo,2725
2014-11-01,Agravo de Instrumento,9128
2014-11-01,Agravo Interno,42
2014-11-01,Agravo Regimental,272
2014-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9858
2014-11-01,Apela\xc3\xa7\xc3\xa3o Crime,1637
2014-11-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1538
2014-11-01,Carta Testemunh\xc3\xa1vel,11
2014-11-01,Cautelar Inominada,2
2014-11-01,Conflito de Compet\xc3\xaancia,243
2014-11-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,20
2014-11-01,Correi\xc3\xa7\xc3\xa3o Parcial,27
2014-11-01,Crimes contra a honra,1
2014-11-01,Desaforamento,3
2014-11-01,Embargos de Declara\xc3\xa7\xc3\xa3o,4419
2014-11-01,Embargos Infringentes,78
2014-11-01,Embargos Infringentes e de Nulidade,229
2014-11-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,10
2014-11-01,Habeas Corpus,949
2014-11-01,Habeas Data,1
2014-11-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2014-11-01,Inqu\xc3\xa9rito Policial,1
2014-11-01,Mandado de Injun\xc3\xa7\xc3\xa3o,253
2014-11-01,Mandado de Seguran\xc3\xa7a,113
2014-11-01,Mandado de Seguran\xc3\xa7a Crime,1
2014-11-01,Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita,1
2014-11-01,Peti\xc3\xa7\xc3\xa3o,9
2014-11-01,Recurso C\xc3\xadvel,4712
2014-11-01,Recurso Crime,314
2014-11-01,Recurso de Of\xc3\xadcio,1
2014-11-01,Recurso em Sentido Estrito,178
2014-11-01,Reexame Necess\xc3\xa1rio,553
2014-11-01,Representa\xc3\xa7\xc3\xa3o Criminal,11
2014-11-01,Restaura\xc3\xa7\xc3\xa3o de Autos,3
2014-11-01,Revis\xc3\xa3o Criminal,93
2014-12-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,19
2014-12-01,A\xc3\xa7\xc3\xa3o Penal,5
2014-12-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,64
2014-12-01,Agravo,3336
2014-12-01,Agravo de Instrumento,7951
2014-12-01,Agravo Interno,9
2014-12-01,Agravo Regimental,261
2014-12-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9494
2014-12-01,Apela\xc3\xa7\xc3\xa3o Crime,2317
2014-12-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1758
2014-12-01,Carta Testemunh\xc3\xa1vel,15
2014-12-01,Cautelar Inominada,3
2014-12-01,Conflito de Compet\xc3\xaancia,628
2014-12-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,27
2014-12-01,Correi\xc3\xa7\xc3\xa3o Parcial,22
2014-12-01,Desaforamento,1
2014-12-01,Embargos de Declara\xc3\xa7\xc3\xa3o,5075
2014-12-01,Embargos Infringentes,206
2014-12-01,Embargos Infringentes e de Nulidade,151
2014-12-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,6
2014-12-01,Habeas Corpus,1227
2014-12-01,Habeas Data,1
2014-12-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,4
2014-12-01,Incidente de Inconstitucionalidade,3
2014-12-01,Incidente de Uniformizacao Jurisprudencia,4
2014-12-01,Inqu\xc3\xa9rito Policial,1
2014-12-01,Mandado de Injun\xc3\xa7\xc3\xa3o,41
2014-12-01,Mandado de Seguran\xc3\xa7a,178
2014-12-01,Mandado de Seguran\xc3\xa7a Crime,3
2014-12-01,Medida Cautelar Inominada,1
2014-12-01,Peti\xc3\xa7\xc3\xa3o,3
2014-12-01,Recurso C\xc3\xadvel,3507
2014-12-01,Recurso Crime,112
2014-12-01,Recurso em Sentido Estrito,209
2014-12-01,Reexame Necess\xc3\xa1rio,478
2014-12-01,Representa\xc3\xa7\xc3\xa3o Criminal,2
2014-12-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2014-12-01,Revis\xc3\xa3o Criminal,57
2014-12-01,Suspen\xc3\xa7\xc3\xa3o de Liminar ou Antecipa\xc3\xa7\xc3\xa3o de Tutela,1
2014-12-01,Termo Circunstanciado,2
2015-01-01,A\xc3\xa7\xc3\xa3o Penal,1
2015-01-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,21
2015-01-01,Agravo,715
2015-01-01,Agravo de Instrumento,4244
2015-01-01,Agravo Interno,2
2015-01-01,Agravo Regimental,46
2015-01-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,5861
2015-01-01,Apela\xc3\xa7\xc3\xa3o Crime,643
2015-01-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,747
2015-01-01,Carta Testemunh\xc3\xa1vel,2
2015-01-01,Cautelar Inominada,1
2015-01-01,Conflito de Compet\xc3\xaancia,154
2015-01-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,6
2015-01-01,Correi\xc3\xa7\xc3\xa3o Parcial,8
2015-01-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1231
2015-01-01,Embargos Infringentes,4
2015-01-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2015-01-01,Habeas Corpus,727
2015-01-01,Incidente de Falsidade,1
2015-01-01,Mandado de Injun\xc3\xa7\xc3\xa3o,10
2015-01-01,Mandado de Seguran\xc3\xa7a,58
2015-01-01,Mandado de Seguran\xc3\xa7a Crime,1
2015-01-01,Peti\xc3\xa7\xc3\xa3o,3
2015-01-01,Recurso C\xc3\xadvel,2203
2015-01-01,Recurso Crime,87
2015-01-01,Recurso em Sentido Estrito,55
2015-01-01,Reexame Necess\xc3\xa1rio,249
2015-01-01,Representa\xc3\xa7\xc3\xa3o Criminal,4
2015-01-01,Revis\xc3\xa3o Criminal,8
2015-01-01,Termo Circunstanciado,1
2015-02-01,A\xc3\xa7\xc3\xa3o Penal,2
2015-02-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,18
2015-02-01,Agravo,1755
2015-02-01,Agravo de Instrumento,6492
2015-02-01,Agravo Interno,18
2015-02-01,Agravo Regimental,104
2015-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,9438
2015-02-01,Apela\xc3\xa7\xc3\xa3o Crime,1501
2015-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,1082
2015-02-01,Carta Testemunh\xc3\xa1vel,8
2015-02-01,Cautelar Inominada,1
2015-02-01,Conflito de Compet\xc3\xaancia,158
2015-02-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,27
2015-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,13
2015-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,3831
2015-02-01,Embargos Infringentes,1
2015-02-01,Embargos Infringentes e de Nulidade,26
2015-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,5
2015-02-01,Habeas Corpus,1210
2015-02-01,Incidente de Inconstitucionalidade,1
2015-02-01,Mandado de Injun\xc3\xa7\xc3\xa3o,10
2015-02-01,Mandado de Seguran\xc3\xa7a,75
2015-02-01,Mandado de Seguran\xc3\xa7a Crime,1
2015-02-01,Medida Cautelar Inominada,2
2015-02-01,Medidas Protetivas de Urgencia,1
2015-02-01,Peti\xc3\xa7\xc3\xa3o,4
2015-02-01,Recurso C\xc3\xadvel,2717
2015-02-01,Recurso Crime,82
2015-02-01,Recurso de Of\xc3\xadcio,2
2015-02-01,Recurso em Sentido Estrito,171
2015-02-01,Reexame Necess\xc3\xa1rio,314
2015-02-01,Representa\xc3\xa7\xc3\xa3o Criminal,6
2015-02-01,Restaura\xc3\xa7\xc3\xa3o de Autos,2
2015-02-01,Revis\xc3\xa3o Criminal,20
2015-02-01,Termo Circunstanciado,2
2015-03-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,17
